March, Category8, 149
April, Category6, 389
September, Category3, 257
May, Category8, 313
June, Category2, 343
August, Category6, 983
November, Category0, 26
May, Category1, 424
July, Category2, 982
November, Category6, 721
June, Category4, 84
March, Category2, 921
August, Category7, 286
February, Category2, 636
September, Category4, 831
October, Category6, 374
April, Category3, 75
November, Category5, 178
September, Category2, 956
October, Category6, 184
February, Category6, 272
September, Category3, 471
August, Category1, 103
January, Category2, 526
May, Category0, 177
February, Category9, 704
May, Category6, 508
September, Category5, 776
September, Category1, 683
October, Category3, 827
May, Category7, 653
December, Category1, 915
October, Category0, 691
June, Category0, 769
April, Category9, 74
September, Category8, 639
February, Category6, 261
September, Category1, 177
April, Category9, 906
April, Category6, 279
August, Category8, 455
May, Category6, 590
June, Category4, 610
July, Category3, 576
July, Category3, 253
October, Category5, 515
October, Category2, 396
February, Category6, 109
March, Category1, 566
October, Category8, 765
July, Category6, 619
May, Category6, 17
October, Category8, 590
May, Category4, 768
August, Category0, 980
August, Category7, 597
June, Category4, 286
August, Category1, 990
December, Category1, 727
December, Category5, 196
July, Category0, 841
April, Category9, 757
April, Category0, 382
August, Category3, 885
November, Category9, 129
September, Category4, 120
July, Category1, 268
September, Category5, 416
January, Category1, 882
October, Category4, 185
September, Category1, 747
February, Category0, 500
October, Category5, 653
June, Category5, 468
September, Category5, 432
March, Category8, 879
January, Category4, 128
July, Category5, 254
April, Category0, 607
August, Category5, 191
January, Category4, 580
July, Category7, 199
May, Category7, 119
May, Category3, 144
January, Category2, 311
September, Category1, 461
April, Category6, 21
April, Category2, 398
July, Category2, 331
June, Category7, 218
September, Category9, 820
October, Category4, 221
May, Category8, 296
December, Category9, 792
September, Category6, 801
October, Category9, 974
December, Category4, 790
January, Category8, 524
October, Category6, 744
July, Category7, 612
January, Category5, 45
July, Category9, 248
October, Category1, 75
December, Category7, 383
January, Category9, 416
November, Category5, 588
February, Category2, 268
June, Category0, 832
December, Category0, 168
December, Category6, 535
May, Category8, 713
August, Category7, 774
June, Category6, 438
September, Category0, 833
April, Category8, 871
June, Category2, 479
May, Category0, 75
February, Category5, 636
July, Category3, 75
November, Category4, 978
February, Category4, 531
July, Category2, 972
August, Category1, 941
November, Category3, 948
February, Category8, 415
June, Category7, 308
November, Category2, 862
October, Category9, 704
April, Category0, 986
July, Category0, 371
July, Category9, 356
September, Category7, 316
August, Category0, 191
September, Category8, 606
February, Category2, 291
July, Category6, 961
September, Category2, 498
March, Category9, 190
October, Category2, 631
November, Category6, 859
November, Category1, 924
February, Category8, 660
June, Category7, 136
June, Category7, 513
November, Category9, 979
January, Category9, 867
December, Category7, 781
December, Category9, 54
April, Category4, 353
July, Category7, 847
February, Category8, 628
February, Category3, 888
February, Category6, 244
December, Category0, 916
March, Category2, 961
November, Category8, 824
December, Category4, 934
July, Category1, 609
February, Category4, 693
August, Category5, 98
October, Category0, 14
February, Category0, 134
March, Category4, 826
August, Category5, 271
January, Category4, 360
March, Category5, 586
February, Category0, 204
December, Category4, 305
November, Category7, 400
October, Category1, 593
September, Category5, 522
March, Category5, 966
February, Category6, 781
March, Category7, 934
October, Category6, 173
February, Category6, 32
February, Category1, 188
February, Category8, 45
December, Category6, 776
October, Category6, 251
January, Category4, 754
August, Category5, 804
December, Category2, 578
January, Category8, 416
March, Category3, 46
April, Category4, 25
December, Category1, 544
May, Category0, 185
June, Category2, 423
October, Category9, 694
April, Category2, 63
March, Category4, 381
December, Category5, 618
October, Category2, 60
May, Category4, 824
December, Category7, 269
July, Category6, 423
May, Category0, 286
January, Category2, 29
June, Category6, 456
January, Category0, 541
April, Category1, 663
October, Category5, 267
February, Category4, 51
January, Category0, 722
October, Category3, 517
July, Category1, 833
November, Category3, 460
August, Category5, 264
December, Category6, 351
April, Category6, 808
May, Category2, 576
July, Category5, 645
January, Category6, 147
July, Category3, 923
November, Category9, 587
January, Category7, 499
July, Category8, 821
March, Category8, 610
November, Category4, 487
December, Category1, 511
July, Category1, 421
October, Category8, 378
August, Category8, 584
May, Category4, 221
December, Category3, 479
October, Category2, 584
September, Category6, 759
April, Category3, 84
March, Category8, 656
August, Category1, 621
April, Category9, 420
January, Category7, 855
February, Category7, 806
February, Category5, 148
March, Category4, 361
April, Category3, 564
March, Category4, 800
September, Category1, 922
October, Category7, 428
February, Category0, 928
July, Category5, 688
January, Category8, 390
February, Category7, 420
August, Category6, 299
November, Category2, 446
December, Category6, 377
February, Category0, 695
August, Category7, 376
January, Category3, 366
May, Category3, 407
March, Category3, 771
June, Category3, 201
October, Category6, 180
November, Category0, 687
April, Category8, 939
September, Category2, 768
November, Category9, 493
May, Category4, 592
February, Category3, 308
November, Category2, 113
June, Category1, 881
June, Category3, 246
May, Category1, 711
May, Category3, 958
November, Category3, 511
April, Category2, 308
December, Category0, 33
November, Category1, 955
July, Category3, 569
May, Category8, 497
November, Category5, 768
February, Category8, 44
December, Category2, 897
March, Category7, 520
November, Category8, 528
July, Category5, 284
January, Category6, 731
January, Category8, 755
April, Category6, 7
August, Category3, 135
July, Category7, 269
October, Category1, 368
June, Category0, 732
April, Category2, 787
April, Category6, 451
April, Category6, 983
May, Category8, 183
December, Category6, 579
April, Category2, 519
December, Category5, 130
January, Category4, 604
April, Category9, 643
October, Category4, 537
December, Category7, 39
June, Category3, 881
July, Category0, 683
April, Category6, 42
September, Category3, 74
November, Category6, 785
June, Category9, 910
January, Category4, 70
March, Category7, 719
February, Category8, 121
October, Category5, 459
June, Category2, 970
January, Category4, 455
August, Category0, 763
August, Category8, 535
November, Category4, 892
February, Category3, 281
October, Category4, 520
May, Category7, 984
December, Category3, 754
September, Category9, 787
July, Category8, 419
October, Category5, 469
August, Category1, 716
April, Category4, 361
November, Category6, 786
October, Category7, 797
January, Category8, 53
March, Category8, 965
April, Category0, 688
November, Category4, 645
January, Category1, 431
June, Category6, 80
March, Category8, 912
May, Category7, 542
November, Category8, 511
December, Category6, 872
May, Category3, 227
May, Category5, 974
May, Category9, 480
October, Category7, 619
July, Category4, 326
May, Category2, 238
May, Category3, 139
August, Category7, 11
November, Category6, 573
July, Category9, 284
February, Category4, 583
June, Category9, 355
August, Category0, 972
March, Category8, 811
September, Category9, 284
July, Category9, 913
August, Category2, 231
January, Category4, 208
November, Category1, 310
January, Category2, 324
December, Category3, 958
November, Category3, 406
December, Category7, 367
July, Category7, 193
December, Category1, 950
December, Category6, 149
May, Category1, 229
July, Category0, 784
April, Category9, 294
May, Category0, 334
March, Category4, 37
June, Category8, 845
February, Category4, 855
December, Category3, 826
December, Category2, 599
November, Category4, 404
January, Category2, 959
June, Category5, 428
February, Category3, 484
April, Category6, 797
June, Category9, 599
April, Category5, 365
May, Category6, 85
February, Category3, 480
February, Category4, 138
June, Category2, 951
April, Category2, 173
March, Category0, 323
March, Category3, 224
March, Category3, 100
April, Category4, 336
March, Category8, 18
October, Category4, 947
August, Category6, 447
January, Category9, 45
April, Category3, 398
January, Category2, 440
March, Category7, 787
September, Category0, 825
August, Category1, 281
April, Category1, 18
February, Category7, 236
September, Category5, 822
November, Category8, 697
February, Category2, 980
April, Category4, 211
January, Category1, 227
May, Category2, 460
June, Category6, 869
March, Category6, 990
December, Category7, 93
December, Category0, 371
October, Category8, 527
March, Category1, 975
August, Category4, 605
October, Category6, 338
November, Category7, 994
June, Category3, 260
November, Category8, 971
October, Category5, 79
September, Category4, 270
September, Category7, 536
July, Category8, 987
March, Category2, 530
February, Category5, 664
March, Category0, 872
February, Category8, 982
January, Category6, 420
June, Category9, 558
December, Category9, 792
September, Category1, 44
April, Category4, 570
May, Category9, 349
March, Category9, 175
July, Category3, 376
October, Category2, 620
January, Category4, 570
November, Category8, 704
April, Category6, 324
January, Category2, 506
April, Category4, 871
November, Category4, 635
July, Category8, 901
August, Category2, 623
March, Category0, 703
April, Category9, 613
December, Category0, 817
September, Category9, 249
December, Category3, 253
August, Category2, 739
June, Category5, 383
July, Category1, 39
June, Category7, 666
December, Category3, 44
August, Category1, 455
May, Category0, 284
December, Category8, 61
January, Category2, 616
May, Category3, 620
November, Category5, 427
May, Category5, 823
November, Category5, 460
October, Category0, 870
April, Category0, 524
September, Category4, 214
June, Category8, 296
December, Category0, 988
December, Category4, 366
February, Category5, 945
June, Category5, 482
June, Category7, 241
February, Category2, 742
August, Category1, 517
February, Category3, 988
April, Category4, 621
September, Category8, 695
May, Category4, 55
July, Category9, 140
April, Category6, 783
July, Category3, 939
October, Category3, 898
February, Category8, 140
July, Category5, 585
July, Category4, 313
October, Category9, 755
October, Category5, 450
December, Category7, 92
April, Category4, 647
August, Category6, 594
July, Category5, 64
May, Category0, 477
September, Category5, 539
December, Category1, 339
April, Category6, 918
March, Category8, 983
July, Category2, 957
September, Category3, 117
February, Category2, 190
August, Category2, 257
December, Category7, 175
October, Category2, 314
February, Category8, 553
October, Category1, 563
January, Category2, 168
September, Category8, 399
April, Category7, 193
September, Category4, 45
November, Category1, 525
April, Category4, 166
April, Category9, 951
April, Category1, 32
January, Category6, 777
July, Category4, 881
February, Category5, 894
April, Category6, 833
October, Category2, 39
May, Category5, 841
September, Category5, 175
February, Category1, 641
January, Category1, 629
June, Category5, 920
November, Category2, 47
March, Category6, 849
August, Category6, 972
April, Category6, 634
March, Category4, 663
January, Category7, 222
June, Category2, 326
May, Category9, 994
November, Category6, 666
November, Category1, 865
March, Category6, 615
January, Category1, 236
May, Category3, 988
August, Category4, 266
June, Category0, 264
May, Category5, 774
May, Category1, 841
September, Category4, 741
September, Category6, 535
July, Category1, 972
August, Category1, 108
September, Category5, 252
November, Category8, 771
July, Category1, 427
June, Category9, 186
January, Category8, 462
November, Category0, 911
June, Category4, 741
November, Category5, 246
November, Category7, 80
July, Category4, 341
May, Category0, 734
July, Category6, 382
October, Category1, 346
August, Category1, 430
May, Category1, 53
September, Category3, 486
June, Category2, 357
August, Category8, 423
September, Category6, 286
January, Category8, 980
October, Category4, 34
December, Category6, 206
March, Category7, 623
January, Category9, 228
May, Category4, 22
April, Category9, 614
June, Category2, 473
January, Category6, 437
September, Category0, 356
December, Category7, 711
August, Category0, 993
May, Category2, 435
May, Category6, 59
April, Category4, 105
August, Category7, 727
December, Category0, 647
April, Category3, 585
February, Category7, 115
June, Category7, 462
June, Category1, 213
September, Category9, 311
March, Category9, 375
November, Category2, 932
January, Category0, 100
June, Category8, 119
December, Category0, 873
November, Category8, 595
April, Category9, 548
December, Category9, 386
October, Category0, 289
December, Category7, 472
April, Category6, 371
May, Category4, 766
December, Category9, 797
December, Category6, 508
May, Category6, 544
March, Category3, 198
August, Category6, 210
May, Category6, 761
August, Category4, 236
July, Category8, 852
November, Category8, 292
January, Category4, 174
May, Category9, 893
November, Category8, 996
September, Category9, 836
April, Category9, 709
February, Category4, 590
July, Category6, 858
April, Category0, 858
May, Category3, 364
May, Category6, 300
June, Category9, 863
January, Category1, 892
February, Category4, 683
November, Category1, 914
November, Category3, 167
December, Category0, 822
September, Category2, 612
February, Category2, 72
March, Category0, 166
April, Category5, 298
March, Category6, 465
January, Category1, 295
February, Category1, 139
July, Category3, 490
November, Category1, 577
January, Category8, 505
January, Category9, 556
September, Category5, 220
February, Category7, 173
October, Category3, 479
February, Category2, 427
March, Category8, 542
March, Category6, 42
October, Category6, 738
December, Category3, 305
June, Category5, 426
December, Category0, 806
June, Category4, 310
January, Category3, 553
January, Category7, 140
November, Category5, 391
July, Category5, 260
February, Category5, 496
December, Category7, 762
November, Category3, 122
December, Category8, 288
February, Category1, 731
February, Category0, 51
December, Category9, 41
January, Category5, 883
May, Category9, 785
January, Category5, 235
February, Category5, 448
October, Category2, 122
July, Category0, 313
August, Category4, 414
May, Category2, 337
April, Category4, 582
August, Category0, 318
April, Category2, 684
January, Category0, 981
July, Category9, 549
March, Category6, 434
March, Category0, 981
May, Category1, 245
October, Category5, 593
June, Category3, 152
October, Category1, 981
December, Category4, 185
March, Category3, 320
July, Category4, 414
September, Category7, 217
August, Category1, 912
June, Category0, 677
November, Category1, 130
December, Category1, 962
January, Category8, 889
April, Category4, 597
June, Category2, 667
July, Category4, 362
August, Category5, 241
November, Category5, 636
December, Category0, 490
October, Category6, 525
May, Category0, 341
April, Category5, 969
November, Category1, 690
March, Category8, 954
June, Category3, 945
December, Category4, 776
February, Category4, 101
August, Category5, 514
February, Category3, 425
August, Category6, 119
August, Category0, 697
April, Category1, 457
May, Category2, 552
July, Category1, 915
April, Category2, 866
May, Category8, 11
August, Category4, 286
January, Category1, 580
December, Category9, 801
June, Category6, 369
July, Category4, 110
May, Category1, 270
July, Category5, 380
June, Category2, 876
February, Category6, 128
October, Category3, 970
August, Category9, 607
June, Category7, 809
May, Category9, 924
June, Category6, 821
August, Category4, 459
February, Category3, 767
April, Category3, 32
December, Category2, 175
July, Category0, 285
January, Category9, 285
June, Category4, 683
April, Category0, 686
February, Category7, 985
June, Category9, 335
December, Category6, 18
July, Category3, 236
March, Category9, 887
February, Category4, 770
May, Category7, 850
March, Category8, 224
June, Category6, 471
April, Category2, 438
August, Category8, 750
April, Category2, 265
April, Category6, 849
March, Category7, 668
June, Category1, 58
December, Category1, 288
September, Category6, 23
June, Category4, 65
April, Category1, 952
August, Category5, 214
October, Category2, 726
April, Category4, 10
March, Category4, 387
April, Category4, 755
July, Category0, 794
February, Category2, 432
October, Category5, 218
April, Category5, 754
June, Category7, 889
February, Category5, 374
May, Category8, 878
December, Category7, 513
August, Category3, 978
October, Category2, 105
December, Category1, 775
May, Category3, 5
August, Category9, 222
August, Category1, 48
June, Category7, 379
January, Category6, 638
May, Category5, 918
November, Category2, 53
November, Category4, 719
December, Category6, 536
November, Category7, 7
October, Category3, 442
November, Category3, 947
November, Category8, 346
February, Category7, 763
November, Category8, 959
April, Category8, 744
May, Category9, 890
June, Category4, 514
December, Category5, 67
February, Category2, 581
December, Category8, 128
November, Category0, 296
September, Category0, 170
May, Category1, 258
February, Category0, 474
August, Category4, 839
January, Category2, 911
February, Category7, 587
April, Category2, 289
January, Category9, 247
July, Category0, 730
October, Category0, 680
November, Category0, 138
September, Category3, 228
March, Category6, 675
August, Category1, 35
May, Category0, 880
December, Category2, 321
January, Category1, 823
February, Category9, 844
September, Category0, 232
February, Category4, 35
July, Category2, 811
November, Category1, 89
October, Category0, 661
January, Category0, 1000
February, Category5, 632
June, Category0, 89
May, Category9, 237
August, Category1, 537
December, Category9, 646
May, Category3, 42
February, Category0, 924
November, Category9, 925
August, Category0, 732
July, Category6, 552
December, Category7, 16
January, Category3, 551
July, Category0, 911
November, Category1, 377
August, Category1, 877
December, Category5, 889
May, Category2, 752
February, Category0, 686
April, Category2, 402
December, Category0, 210
June, Category6, 291
July, Category8, 531
March, Category0, 732
August, Category9, 22
March, Category5, 358
January, Category8, 274
March, Category9, 642
December, Category7, 237
August, Category5, 384
May, Category6, 148
September, Category2, 744
October, Category8, 62
March, Category9, 330
February, Category4, 610
April, Category1, 712
June, Category3, 372
August, Category9, 898
January, Category4, 194
February, Category6, 958
April, Category9, 336
July, Category2, 582
September, Category8, 237
April, Category0, 44
June, Category1, 752
August, Category3, 645
February, Category0, 240
January, Category2, 974
January, Category9, 465
September, Category5, 589
April, Category2, 784
July, Category8, 478
May, Category4, 320
February, Category8, 97
November, Category7, 234
July, Category5, 811
July, Category2, 222
April, Category1, 137
April, Category3, 363
October, Category9, 573
May, Category1, 460
October, Category0, 559
November, Category1, 909
January, Category8, 476
January, Category5, 204
May, Category5, 943
July, Category5, 131
March, Category6, 219
October, Category6, 211
January, Category1, 535
February, Category3, 350
December, Category9, 183
September, Category4, 115
September, Category3, 520
July, Category4, 184
December, Category2, 205
June, Category6, 180
November, Category1, 875
August, Category9, 288
May, Category7, 107
May, Category5, 692
March, Category7, 832
November, Category9, 934
June, Category2, 493
October, Category5, 718
June, Category5, 779
March, Category9, 97
May, Category1, 100
March, Category3, 353
September, Category7, 584
March, Category6, 734
June, Category8, 978
February, Category0, 402
August, Category0, 297
March, Category5, 275
April, Category5, 33
July, Category5, 76
August, Category4, 230
July, Category2, 516
April, Category4, 645
August, Category8, 485
November, Category8, 989
December, Category9, 637
April, Category5, 79
June, Category2, 236
November, Category6, 522
April, Category5, 769
June, Category0, 827
September, Category5, 649
December, Category0, 688
April, Category1, 986
January, Category4, 405
March, Category1, 685
November, Category4, 712
January, Category7, 600
April, Category0, 328
May, Category0, 179
July, Category7, 50
August, Category1, 495
January, Category0, 879
November, Category8, 775
January, Category2, 227
September, Category4, 515
July, Category0, 560
June, Category3, 765
March, Category4, 279
June, Category1, 39
November, Category7, 494
March, Category2, 324
January, Category8, 894
August, Category4, 62
April, Category0, 326
June, Category1, 244
January, Category0, 20
July, Category6, 840
June, Category2, 261
November, Category5, 676
April, Category2, 972
October, Category0, 568
May, Category5, 456
April, Category7, 824
December, Category1, 428
December, Category7, 149
October, Category2, 595
March, Category9, 555
July, Category1, 335
April, Category1, 983
December, Category9, 542
June, Category8, 721
September, Category8, 951
February, Category2, 84
July, Category7, 798
April, Category6, 239
September, Category9, 770
December, Category7, 35
October, Category6, 472
February, Category3, 566
June, Category4, 207
August, Category1, 343
July, Category6, 468
October, Category7, 989
April, Category5, 745
March, Category4, 104
August, Category4, 816
October, Category3, 774
August, Category0, 876
June, Category4, 94
February, Category9, 409
January, Category0, 35
September, Category7, 126
July, Category8, 198
May, Category3, 850
October, Category4, 841
November, Category1, 695
October, Category0, 249
February, Category0, 702
October, Category7, 37
February, Category2, 516
January, Category6, 251
December, Category5, 680
November, Category9, 438
November, Category6, 705
January, Category5, 480
November, Category0, 567
January, Category0, 731
January, Category0, 325
February, Category0, 661
September, Category6, 82
April, Category0, 901
November, Category9, 115
January, Category2, 917
June, Category9, 394
November, Category0, 271
August, Category6, 766
August, Category5, 714
October, Category2, 880
March, Category7, 212
March, Category5, 365
October, Category0, 655
December, Category2, 501
July, Category7, 377
May, Category1, 184
August, Category9, 242
February, Category5, 753
November, Category4, 452
December, Category8, 113
December, Category6, 575
June, Category6, 350
November, Category4, 332
October, Category7, 175
November, Category3, 610
July, Category8, 966
February, Category4, 507
May, Category9, 399
September, Category4, 348
May, Category7, 266
June, Category8, 625
December, Category2, 876
April, Category4, 961
October, Category6, 973
October, Category4, 410
October, Category8, 521
May, Category9, 913
June, Category6, 617
October, Category0, 65
February, Category7, 349
June, Category3, 165
March, Category1, 737
June, Category3, 6
November, Category1, 15
July, Category1, 899
May, Category4, 182
June, Category9, 389
September, Category1, 682
January, Category0, 557
April, Category5, 54
August, Category8, 953
December, Category4, 98
December, Category1, 838
November, Category0, 762
October, Category4, 32
November, Category8, 104
August, Category3, 238
September, Category7, 607
October, Category3, 112
August, Category7, 843
September, Category8, 7
October, Category3, 272
April, Category3, 994
July, Category1, 816
June, Category4, 776
November, Category5, 410
July, Category0, 276
April, Category1, 435
March, Category1, 65
January, Category7, 472
March, Category8, 733
January, Category2, 990
July, Category1, 536
December, Category5, 816
February, Category5, 611
December, Category9, 682
May, Category3, 323
July, Category9, 863
December, Category0, 761
August, Category4, 868
May, Category9, 198
July, Category9, 928
August, Category7, 415
October, Category7, 91
October, Category2, 334
December, Category4, 995
August, Category7, 961
June, Category2, 807
October, Category6, 278
October, Category9, 28
August, Category0, 284
August, Category9, 868
February, Category0, 129
April, Category1, 561
February, Category9, 69
September, Category0, 175
July, Category3, 681
October, Category4, 408
April, Category5, 996
January, Category3, 960
April, Category9, 231
May, Category9, 968
March, Category0, 25
June, Category7, 897
May, Category0, 107
December, Category4, 768
November, Category3, 333
May, Category1, 942
August, Category2, 6
July, Category3, 317
March, Category7, 571
December, Category2, 327
October, Category7, 493
November, Category0, 465
November, Category7, 759
November, Category8, 786
December, Category1, 712
August, Category7, 168
November, Category1, 567
March, Category1, 892
October, Category9, 915
March, Category2, 100
March, Category5, 833
August, Category8, 329
August, Category3, 507
April, Category4, 940
August, Category6, 780
July, Category6, 162
December, Category2, 988
September, Category3, 432
April, Category9, 610
December, Category5, 920
August, Category3, 386
May, Category2, 641
May, Category5, 854
September, Category7, 846
January, Category5, 895
October, Category9, 455
September, Category7, 786
June, Category0, 700
July, Category9, 220
October, Category7, 155
March, Category0, 828
February, Category4, 585
February, Category4, 738
August, Category6, 734
June, Category7, 913
March, Category7, 904
April, Category1, 275
May, Category8, 538
October, Category8, 529
September, Category8, 375
August, Category2, 531
October, Category8, 144
July, Category4, 645
May, Category1, 644
March, Category8, 52
March, Category8, 585
June, Category8, 749
April, Category8, 858
February, Category4, 746
February, Category2, 626
November, Category7, 238
June, Category1, 699
March, Category3, 627
August, Category2, 626
September, Category8, 364
January, Category8, 94
July, Category3, 419
August, Category5, 422
September, Category3, 595
December, Category9, 114
August, Category4, 518
November, Category5, 583
October, Category9, 235
August, Category7, 812
October, Category3, 502
June, Category5, 257
July, Category7, 653
May, Category2, 958
August, Category9, 679
June, Category7, 120
October, Category6, 152
January, Category8, 448
April, Category6, 784
April, Category7, 463
April, Category9, 617
July, Category0, 484
March, Category4, 28
April, Category9, 970
May, Category3, 225
September, Category6, 749
March, Category5, 506
April, Category8, 653
February, Category9, 544
June, Category3, 401
September, Category0, 937
August, Category4, 659
August, Category6, 858
February, Category7, 231
November, Category1, 471
January, Category0, 964
June, Category3, 464
March, Category0, 66
September, Category0, 875
January, Category0, 873
February, Category9, 658
October, Category6, 814
June, Category7, 320
February, Category5, 538
September, Category5, 299
January, Category0, 714
February, Category2, 932
March, Category0, 603
September, Category1, 972
March, Category8, 408
October, Category9, 66
May, Category7, 578
March, Category6, 493
January, Category6, 241
April, Category8, 820
October, Category5, 164
December, Category3, 224
June, Category2, 197
November, Category2, 556
November, Category5, 321
August, Category1, 968
May, Category6, 458
September, Category4, 348
December, Category8, 310
January, Category8, 802
May, Category9, 794
August, Category8, 44
September, Category2, 825
January, Category2, 409
February, Category8, 298
March, Category2, 619
October, Category0, 130
June, Category7, 423
March, Category5, 41
June, Category1, 465
October, Category5, 993
September, Category9, 178
January, Category6, 734
July, Category1, 931
April, Category7, 434
June, Category9, 685
January, Category6, 957
January, Category8, 735
June, Category7, 457
November, Category2, 560
July, Category9, 171
January, Category8, 235
March, Category6, 842
April, Category4, 850
June, Category5, 272
August, Category9, 689
November, Category5, 959
January, Category7, 29
March, Category5, 558
September, Category8, 853
April, Category7, 208
August, Category4, 354
June, Category1, 424
December, Category4, 400
April, Category5, 431
September, Category6, 990
October, Category8, 276
September, Category1, 431
May, Category9, 826
November, Category1, 484
April, Category8, 115
May, Category6, 247
July, Category0, 556
May, Category5, 3
June, Category4, 832
October, Category7, 691
September, Category5, 966
May, Category8, 147
February, Category6, 745
October, Category8, 657
May, Category0, 515
August, Category1, 188
June, Category3, 482
November, Category3, 593
June, Category9, 970
July, Category5, 207
January, Category4, 152
September, Category2, 663
August, Category8, 575
May, Category5, 328
November, Category1, 413
July, Category7, 490
April, Category9, 356
January, Category3, 603
April, Category9, 471
May, Category2, 6
June, Category5, 955
February, Category0, 846
March, Category2, 718
September, Category0, 646
May, Category8, 728
August, Category4, 791
January, Category4, 534
January, Category8, 180
October, Category6, 78
December, Category1, 726
July, Category7, 82
January, Category9, 45
October, Category2, 311
July, Category9, 677
August, Category0, 754
June, Category9, 736
